id1	query1	id2	query2	Score
503738	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	506713	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	1.0000001192092896
503738	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	508669	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	1.0000001192092896
503738	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	514916	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	1.0000001192092896
503740	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	506713	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	1.0000001192092896
503740	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	508669	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	1.0000001192092896
503740	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	514916	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	1.0000001192092896
506201	Если поставщик не может выполнить условия федерального контракта из-за мобилизации сотрудников организации или ИП, условия контракта можно изменить. Применять штрафные санкции не будут, а организацию и ИП не включат в реестр недобросовестных поставщиков. Эта касается государственных контрактов, которые уже заключены или будут заключены до конца 2023 года (постановление Правительства от 15.10.2022 № 1838).	512829	Если поставщик не может выполнить условия федерального контракта из-за мобилизации сотрудников организации или ИП, условия контракта можно изменить. Применять штрафные санкции не будут, а организацию и ИП не включат в реестр недобросовестных поставщиков. Эта касается государственных контрактов, которые уже заключены или будут заключены до конца 2023 года (постановление Правительства от 15.10.2022 № 1838).	1.0000001192092896
506713	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	508669	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	1.0000001192092896
506713	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	514916	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	1.0000001192092896
508669	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	514916	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	1.0000001192092896
24464	Lorem ipsum dolor sit amet, consectetur adipiscing elit. In luctus est eget neque rutrum, eu imperdiet purus pretium. Aenean tempor in lectus maximus aliquet. Proin ullamcorper ultricies diam, id blandit odio tempor vel. ссылка на документ, якорь, рубрику, внешняя	24466	Lorem ipsum dolor sit amet, consectetur adipiscing elit. In luctus est eget neque rutrum, eu imperdiet purus pretium. Aenean tempor in lectus maximus aliquet. Proin ullamcorper ultricies diam, id blandit odio tempor vel. ссылка на документ, якорь, рубрику, внешняя	1.0000001192092896
506203	Сроки действия аттестаций и других разрешений у мобилизованных работников продлеваются автоматически на период мобилизации. Дополнительно подтверждать знания и умения не требуется. Это следует из постановления Правительства от 15.10.2022 № 1839.Пока неясно, как контролирующие ведомства узнают о мобилизации сотрудника. Безопаснее направить соответствующее письмо и приложить к нему подтверждающий документ, например, повестку о мобилизации.	512831	Сроки действия аттестаций и других разрешений у мобилизованных работников продлеваются автоматически на период мобилизации. Дополнительно подтверждать знания и умения не требуется. Это следует из постановления Правительства от 15.10.2022 № 1839.Пока неясно, как контролирующие ведомства узнают о мобилизации сотрудника. Безопаснее направить соответствующее письмо и приложить к нему подтверждающий документ, например, повестку о мобилизации.	1.0
488254	Чтобы онлайн-помощник подобрал по вашему запросу ссылки на материалы Системы, кликните мышкой по синей кнопке «Онлайн-помощник» справа внизу.	488256	Чтобы онлайн-помощник подобрал по вашему запросу ссылки на материалы Системы, кликните мышкой по синей кнопке «Онлайн-помощник» справа внизу.	1.0
507451	Восстанавливать входной НДС по причинам, не связанным с реализацией, не нужно. Например, такой причиной можно считать брак или истечение срока годности (реализации) товара, то есть «просрочку». Но если опасаетесь претензий инспекторов и решили в этих случаях восстановить сумму НДС, включить ее в состав расходов по налогу на прибыль нельзя.	507452	Восстанавливать входной НДС по причинам, не связанным с реализацией, не нужно. Например, такой причиной можно считать брак или истечение срока годности (реализации) товара, то есть «просрочку». Но если опасаетесь претензий инспекторов и решили в этих случаях восстановить сумму НДС, включить ее в состав расходов по налогу на прибыль нельзя.	0.9999998807907104
486952	Возвратные отходы – это остатки материалов, которые могут образоваться в процессе производства продукции, работ или услуг. В рекомендации – как отразить возвратные отходы в бухучете и при расчете налогов. Вы узнаете, какими документами  их оприходовать, как определить их стоимость и учесть реализацию на сторону.	486953	Возвратные отходы – это остатки материалов, которые могут образоваться в процессе производства продукции, работ или услуг. В рекомендации – как отразить возвратные отходы в бухучете и при расчете налогов.  Вы узнаете, какими документами их оприходовать, как определить их стоимость и учесть реализацию на сторону.	0.9999998807907104
506197	Из-за мобилизации ИП или директора — единственного учредителя организации не будут назначать проверки, а назначенные проверки приостановят. В частности, речь идет о проверках:выездных, в том числе повторных;по сделкам между взаимозависимыми лицами;соблюдения валютного законодательства и законодательства о ККТ;по взносам «на травматизм».Мораторий продлится до 28-го числа третьего месяца, следующего за месяцем окончания периода мобилизации или увольнения с военной службы.	512825	Из-за мобилизации ИП или директора — единственного учредителя организации не будут назначать проверки, а назначенные проверки приостановят. В частности, речь идет о проверках:выездных, в том числе повторных;по сделкам между взаимозависимыми лицами;соблюдения валютного законодательства и законодательства о ККТ;по взносам «на травматизм».Мораторий продлится до 28-го числа третьего месяца, следующего за месяцем окончания периода мобилизации или увольнения с военной службы.	0.9999997615814209
400589	тестовый БО	400591	тестовый БО	0.9999997019767761
506196	В связи с мобилизацией директора — единственного учредителя организации и ИП переносятся сроки уплаты налогов, сборов и страховых взносов, в том числе взносов за ИП и «на травматизм». Сроки уплаты, которые выпали на период мобилизации,переносят на 28-е число третьего месяца, следующего за месяцем окончания периода мобилизации или увольнения с военной службы. Это предусмотрено подпунктами «а» и «б» пункта 1 постановления Правительства от 20.10.2022 № 1874.	512824	В связи с мобилизацией директора — единственного учредителя организации и ИП переносятся сроки уплаты налогов, сборов и страховых взносов, в том числе взносов за ИП и «на травматизм». Сроки уплаты, которые выпали на период мобилизации,переносят на 28-е число третьего месяца, следующего за месяцем окончания периода мобилизации или увольнения с военной службы. Это предусмотрено подпунктами «а» и «б» пункта 1 постановления Правительства от 20.10.2022 № 1874.	0.9999995827674866
506200	Если в связи с мобилизацией ИП или директора — единственного учредителя арендованный объект в госсобственности стал не нужен, договор аренды можно расторгнуть без штрафов (п. 1 и 3 распоряжения Правительства от 15.10.2022 № 3046-р). Для этого надо направить уведомление о расторжении договора. К уведомлению надо приложить документы, которые подтвердят прохождение военной службы предпринимателем или директором-учредителем. Например, повестку о мобилизации.	512828	Если в связи с мобилизацией ИП или директора — единственного учредителя арендованный объект в госсобственности стал не нужен, договор аренды можно расторгнуть без штрафов (п. 1 и 3 распоряжения Правительства от 15.10.2022 № 3046-р). Для этого надо направить уведомление о расторжении договора. К уведомлению надо приложить документы, которые подтвердят прохождение военной службы предпринимателем или директором-учредителем. Например, повестку о мобилизации.	0.9999995827674866
506204	При мобилизации ИП вправе вести деятельность по доверенности. Если патент истекает в период мобилизации, ему автоматически выдадут новый патент по тому же виду деятельности, на той же территории. Срок действия нового патента будет тем же, но не больше чем до 31 декабря 2022 года. Патент автоматически не продлят, если по окончании мобилизации не подать соответствующее уведомление (п. 34 ст. 2 Закона от 21.11.2022 № 443-ФЗ распространяется на правоотношения с 21 сентября 2022 года).	512832	При мобилизации ИП вправе вести деятельность по доверенности. Если патент истекает в период мобилизации, ему автоматически выдадут новый патент по тому же виду деятельности, на той же территории. Срок действия нового патента будет тем же, но не больше чем до 31 декабря 2022 года. Патент автоматически не продлят, если по окончании мобилизации не подать соответствующее уведомление (п. 34 ст. 2 Закона от 21.11.2022 № 443-ФЗ распространяется на правоотношения с 21 сентября 2022 года).	0.9999995231628418
506199	Организации или ИП, которые арендуют объекты в госсобственности, в связи с мобилизацией ИП или директора — единственного учредителя могут отложить арендные платежи (п. 1 и 2 распоряжения Правительства от 15.10.2022 № 3046-р). Перенести платежи можно при условии, что в период мобилизации имущество не будет использоваться и арендатор уведомит арендодателя об отсрочке. Заплатить аренду нужно после мобилизации по 1/2 ежемесячной арендной платы каждый месяц.	512827	Организации или ИП, которые арендуют объекты в госсобственности, в связи с мобилизацией ИП или директора — единственного учредителя могут отложить арендные платежи (п. 1 и 2 распоряжения Правительства от 15.10.2022 № 3046-р). Перенести платежи можно при условии, что в период мобилизации имущество не будет использоваться и арендатор уведомит арендодателя об отсрочке. Заплатить аренду нужно после мобилизации по 1/2 ежемесячной арендной платы каждый месяц.	0.9999993443489075
506195	Мобилизованные учредители организаций и ИП могут не закрывать бизнес. Запрет вести бизнес установлен для военнослужащих пунктом 7 статьи 10 Закона от 27.05.1998 № 76-ФЗ. С 20 октября 2022 года запрет не действует для мобилизованных ИП, учредителей и участников организаций, единственных учредителей — директоров. Норма касается всех, кого мобилизовали с 21 сентября 2022 года. Для решения организационных вопросов им предоставили пять рабочих дней. Это предусмотрено Законом от 20.10.2022 № 404-ФЗ.	512823	Мобилизованные учредители организаций и ИП могут не закрывать бизнес. Запрет вести бизнес установлен для военнослужащих пунктом 7 статьи 10 Закона от 27.05.1998 № 76-ФЗ. С 20 октября 2022 года запрет не действует для мобилизованных ИП, учредителей и участников организаций, единственных учредителей — директоров. Норма касается всех, кого мобилизовали с 21 сентября 2022 года. Для решения организационных вопросов им предоставили пять рабочих дней. Это предусмотрено Законом от 20.10.2022 № 404-ФЗ.	0.9999992251396179
